Operation|Order.CONN|Order.Validation|PriceService.Out|Order.Execution_|Order.ExecutionReport_CONN
1201287617630|10:12:55,736|10:12:56,259|10:12:56,390|10:12:56,895|10:13:05,888
1201287617641|10:12:55,916|10:12:56,305|10:12:56,497|10:12:57,018|10:12:59,921
1201287617662|10:12:56,228|10:12:56,489|10:12:56,511|10:12:57,043|
1201287617683|10:12:56,576|10:12:56,768|10:12:56,893|10:12:57,239|10:13:03,668
1201287617714|10:12:56,735|10:12:57,484|10:12:57,935|10:12:58,531|10:13:03,594
1201287617735|10:12:56,843|10:12:57,350|10:12:57,654|10:12:58,255|
1201287617746|10:12:57,154|10:12:57,853|10:12:58,026|10:12:58,535|
1201287617767|10:12:57,812|10:12:58,320|10:12:58,606|10:12:58,987|
1201287617788|10:12:58,254|10:12:59,836|10:13:00,126|10:13:00,756|
1201287617809|10:12:59,214|10:12:59,903|10:13:00,058|10:13:00,752|
1201287617810|10:12:59,803|10:13:00,249|10:13:00,311|10:13:00,867|
1201287617831|10:13:00,280|10:13:00,505|10:13:00,651|10:13:01,414|
1201287617852|10:13:00,392|10:13:00,828|10:13:00,864|10:13:01,594|
1201287617863|10:13:00,534|10:13:02,059|10:13:02,168|10:13:02,627|
1201287617884|10:13:00,783|10:13:01,922|10:13:02,074|10:13:02,530|
1201287617895|10:13:02,114|10:13:02,709|10:13:03,256|10:13:04,274|10:13:17,277
1201287617906|10:13:02,299|10:13:02,721|10:13:03,190|10:13:03,919|10:13:10,909
1201287617927|10:13:02,512|10:13:03,175|10:13:03,267|10:13:04,254|10:13:16,086
1201287617948|10:13:02,749|10:13:03,809|10:13:04,037|10:13:04,589|
1201287617969|10:13:03,115|10:13:03,758|10:13:03,855|10:13:04,398|10:13:17,609
1201287618000|10:13:03,944|10:13:04,532|10:13:05,562|10:13:06,491|10:13:15,896
1201287618041|10:13:05,983|10:13:06,864|10:13:07,149|10:13:11,207|
1201287618062|10:13:06,718|10:13:08,128|10:13:08,485|10:13:12,570|10:13:19,213
1201287618083|10:13:07,272|10:13:08,154|10:13:08,423|10:13:11,182|
1201287618104|10:13:08,375|10:13:08,997|10:13:09,178|10:13:13,855|10:13:19,814
1201287618125|10:13:08,607|10:13:09,525|10:13:09,966|10:13:12,645|
1201287618146|10:13:09,052|10:13:11,131|10:13:11,783|10:13:13,192|
1201287618167|10:13:09,600|10:13:11,738|10:13:12,957|10:13:14,432|
1201287618178|10:13:10,888|10:13:12,538|10:13:13,423|10:13:14,512|10:13:20,355
1201287618199|10:13:11,573|10:13:14,413|10:13:14,467|10:13:14,981|10:13:19,921
1201287618210|10:13:12,538|10:13:14,368|10:13:14,484|10:13:15,144|10:13:18,575
1201287618231|10:13:14,589|10:13:15,900|10:13:16,111|10:13:16,497|
1201287618262|10:13:16,137|10:13:16,385|10:13:16,496|10:13:16,951|10:13:23,762
1201287618273|10:13:16,526|10:13:17,153|10:13:17,518|10:13:18,027|10:13:23,828
1201287618304|10:13:17,600|10:13:18,649|10:13:18,668|10:13:19,024|10:13:23,722
1201287618315|10:13:17,874|10:13:19,225|10:13:19,868|10:13:20,451|
1201287618326|10:13:18,321|10:13:19,215|10:13:19,244|10:13:19,595|10:13:24,793
1201287618347|10:13:18,810|10:13:19,754|10:13:19,945|10:13:20,818|10:13:25,316
1201287618368|10:13:19,497|10:13:20,141|10:13:20,321|10:13:20,855|
1201287618379|10:13:19,981|10:13:20,255|10:13:20,355|10:13:21,079|
1201287618390|10:13:20,218|10:13:20,525|10:13:20,766|10:13:21,308|
1201287618401|10:13:20,395|10:13:20,676|10:13:20,902|10:13:21,329|
1201287618422|10:13:20,491|10:13:20,818|10:13:21,184|10:13:21,432|
1201287618443|10:13:20,726|10:13:21,307|10:13:21,596|10:13:21,869|
1201287618454|10:13:21,268|10:13:22,042|10:13:22,186|10:13:22,620|
1201287618475|10:13:21,993|10:13:22,540|10:13:22,603|10:13:23,313|
1201287618506|10:13:22,302|10:13:23,323|10:13:23,381|10:13:23,745|
1201287618517|10:13:22,657|10:13:23,602|10:13:23,740|10:13:23,979|
1201287618538|10:13:23,646|10:13:24,086|10:13:24,166|10:13:25,123|10:13:34,136
1201287618549|10:13:24,238|10:13:24,853|10:13:25,176|10:13:25,722|10:13:31,109
1201287618560|10:13:24,406|10:13:24,901|10:13:25,385|10:13:25,967|10:13:33,229
1201287618581|10:13:24,957|10:13:25,427|10:13:25,511|10:13:26,376|
1201287618592|10:13:25,547|10:13:26,601|10:13:26,892|10:13:27,997|10:13:34,555
1201287618613|10:13:25,778|10:13:27,016|10:13:27,153|10:13:28,948|10:13:32,516
1201287618624|10:13:26,806|10:13:27,133|10:13:27,203|10:13:28,953|
1201287618645|10:13:27,252|10:13:28,940|10:13:29,421|10:13:30,833|10:13:36,670
1201287618666|10:13:27,350|10:13:29,164|10:13:29,541|10:13:30,819|
1201287618687|10:13:27,609|10:13:27,898|10:13:27,932|10:13:28,984|10:13:34,666
1201287618698|10:13:28,380|10:13:29,451|10:13:29,636|10:13:30,926|
1201287618719|10:13:29,267|10:13:29,756|10:13:29,821|10:13:30,906|
1201287618730|10:13:29,879|10:13:30,830|10:13:31,433|10:13:32,265|
1201287618741|10:13:30,093|10:13:30,941|10:13:31,198|10:13:31,837|10:13:37,371
1201287618752|10:13:30,884|10:13:32,263|10:13:32,719|10:13:33,156|10:13:38,480
1201287618773|10:13:32,234|10:13:33,182|10:13:33,263|10:13:33,791|10:13:37,072
1201287618804|10:13:32,805|10:13:33,256|10:13:33,514|10:13:33,892|
1201287618825|10:13:33,544|10:13:34,289|10:13:34,374|10:13:34,716|10:13:39,217
1201287618836|10:13:34,277|10:13:34,722|10:13:34,782|10:13:35,133|10:13:41,400
1201287618857|10:13:34,902|10:13:35,539|10:13:35,766|10:13:36,309|10:13:39,575
1201287618878|10:13:35,462|10:13:35,828|10:13:35,909|10:13:36,535|
1201287618899|10:13:35,716|10:13:35,900|10:13:36,075|10:13:36,525|10:13:41,609
1201287618900|10:13:36,116|10:13:37,298|10:13:37,317|10:13:37,792|10:13:42,546
1201287618921|10:13:37,599|10:13:38,248|10:13:38,333|10:13:38,812|
1201287618942|10:13:37,784|10:13:38,130|10:13:38,284|10:13:38,743|
1201287618953|10:13:38,213|10:13:38,506|10:13:38,589|10:13:38,892|
1201287618974|10:13:38,412|10:13:38,740|10:13:39,050|10:13:39,419|
1201287618995|10:13:38,736|10:13:39,655|10:13:39,897|10:13:40,459|
1201287619016|10:13:39,112|10:13:39,468|10:13:39,601|10:13:40,196|
1201287619027|10:13:39,627|10:13:39,994|10:13:40,102|10:13:40,874|
1201287619048|10:13:39,825|10:13:40,100|10:13:40,313|10:13:41,169|
1201287619069|10:13:40,134|10:13:40,419|10:13:41,325|10:13:41,568|
1201287619070|10:13:40,447|10:13:41,735|10:13:41,806|10:13:42,756|
1201287619091|10:13:41,284|10:13:41,779|10:13:41,857|10:13:42,818|10:13:51,176
1201287619112|10:13:41,770|10:13:42,142|10:13:42,547|10:13:42,923|10:13:47,230
1201287619133|10:13:42,057|10:13:42,940|10:13:43,145|10:13:43,729|10:13:51,844
1201287619154|10:13:42,372|10:13:42,839|10:13:43,004|10:13:43,377|
1201287619165|10:13:42,744|10:13:43,327|10:13:43,921|10:13:45,263|10:13:51,745
1201287619176|10:13:43,098|10:13:43,425|10:13:43,489|10:13:44,991|10:13:49,486
1201287619197|10:13:43,296|10:13:44,124|10:13:44,818|10:13:45,598|
1201287619218|10:13:43,840|10:13:44,995|10:13:46,066|10:13:46,961|10:13:52,238
1201287619229|10:13:46,320|10:13:47,349|10:13:47,483|10:13:47,939|
1201287619260|10:13:47,055|10:13:47,888|10:13:48,277|10:13:48,836|10:13:55,144
1201287619291|10:13:47,522|10:13:47,947|10:13:48,096|10:13:48,572|
1201287619312|10:13:47,778|10:13:48,376|10:13:48,462|10:13:48,857|
1201287619353|10:13:48,476|10:13:48,979|10:13:49,434|10:13:50,263|
1201287619374|10:13:48,825|10:13:49,756|10:13:50,364|10:13:50,844|10:13:54,407
1201287619395|10:13:49,680|10:13:50,813|10:13:50,918|10:13:51,307|10:13:55,164
1201287619406|10:13:50,961|10:13:51,302|10:13:51,481|10:13:51,958|10:13:54,350
1201287619447|10:13:51,379|10:13:52,055|10:13:52,129|10:13:52,499|
1201287619478|10:13:52,055|10:13:52,358|10:13:52,575|10:13:53,128|10:13:56,818
1201287619489|10:13:52,322|10:13:52,961|10:13:53,232|10:13:53,637|10:13:59,615
1201287619500|10:13:52,429|10:13:52,900|10:13:53,020|10:13:53,352|10:13:56,546
1201287619521|10:13:52,918|10:13:53,295|10:13:53,490|10:13:53,855|
1201287619542|10:13:53,190|10:13:53,524|10:13:53,860|10:13:54,503|10:13:59,463
1201287619563|10:13:53,998|10:13:54,489|10:13:54,553|10:13:54,951|10:13:59,933
1201287619564|10:13:54,429|10:13:55,289|10:13:55,600|10:13:56,148|
1201287619595|10:13:54,600|10:13:55,207|10:13:55,296|10:13:55,805|
1201287619616|10:13:54,800|10:13:55,407|10:13:55,530|10:13:55,935|
1201287619627|10:13:55,372|10:13:56,498|10:13:56,788|10:13:57,233|
1201287619648|10:13:56,199|10:13:56,890|10:13:56,964|10:13:57,416|
1201287619669|10:13:56,928|10:13:57,235|10:13:57,656|10:13:58,075|
1201287619690|10:13:57,137|10:13:57,581|10:13:57,815|10:13:58,238|
1201287619701|10:13:57,292|10:13:58,155|10:13:58,578|10:13:59,576|
1201287619722|10:13:57,734|10:13:58,559|10:13:58,611|10:13:59,480|
1201287619753|10:13:58,226|10:13:58,912|10:13:59,327|10:13:59,796|
1201287619764|10:13:58,512|10:13:59,112|10:13:59,661|10:14:00,679|10:14:11,246
1201287619785|10:13:58,735|10:14:00,790|10:14:00,923|10:14:02,010|10:14:07,127
1201287619796|10:13:59,691|10:14:00,813|10:14:00,879|10:14:01,769|10:14:09,417
1201287619817|10:14:00,771|10:14:00,946|10:14:01,008|10:14:02,354|
1201287619838|10:14:00,977|10:14:01,250|10:14:01,493|10:14:02,868|10:14:09,696
1201287619849|10:14:01,223|10:14:01,640|10:14:01,729|10:14:03,063|10:14:07,279
1201287619860|10:14:01,416|10:14:01,816|10:14:02,925|10:14:03,606|
1201287619871|10:14:01,772|10:14:03,353|10:14:04,075|10:14:05,072|10:14:10,597
1201287619902|10:14:02,829|10:14:05,224|10:14:05,575|10:14:06,230|
1201287619933|10:14:05,218|10:14:06,174|10:14:06,639|10:14:07,093|10:14:11,721
1201287619954|10:14:05,792|10:14:06,267|10:14:06,329|10:14:06,812|
1201287619965|10:14:06,086|10:14:06,795|10:14:06,901|10:14:07,301|
1201287620016|10:14:07,025|10:14:07,728|10:14:08,239|10:14:09,168|
1201287620027|10:14:07,562|10:14:08,413|10:14:08,898|10:14:09,383|10:14:17,379
1201287620048|10:14:08,533|10:14:09,776|10:14:09,889|10:14:11,214|10:14:24,334
1201287620059|10:14:09,663|10:14:10,440|10:14:11,085|10:14:11,466|10:14:16,211
1201287620080|10:14:10,613|10:14:11,847|10:14:12,058|10:14:13,356|
1201287620101|10:14:11,506|10:14:11,907|10:14:11,982|10:14:12,952|10:14:23,513
1201287620112|10:14:11,708|10:14:12,269|10:14:12,311|10:14:13,757|10:14:25,378
1201287620133|10:14:12,104|10:14:12,342|10:14:12,399|10:14:14,904|10:14:22,171
1201287620164|10:14:12,224|10:14:12,463|10:14:12,511|10:14:16,715|
1201287620185|10:14:12,474|10:14:12,679|10:14:12,858|10:14:17,059|10:14:25,088
1201287620226|10:14:12,638|10:14:13,359|10:14:14,214|10:14:17,831|10:14:25,912
1201287620257|10:14:12,992|10:14:14,516|10:14:15,507|10:14:18,904|
1201287620308|10:14:13,443|10:14:16,705|10:14:17,088|10:14:20,359|
1201287620329|10:14:16,129|10:14:17,482|10:14:18,224|10:14:20,481|
1201287620340|10:14:17,455|10:14:19,816|10:14:20,129|10:14:20,632|
1201287620361|10:14:19,098|10:14:20,303|10:14:20,610|10:14:20,917|
1201287620392|10:14:19,898|10:14:20,860|10:14:20,924|10:14:21,249|
1201287620403|10:14:20,776|10:14:21,654|10:14:21,960|10:14:22,347|
1201287620434|10:14:21,667|10:14:22,183|10:14:22,235|10:14:23,122|
1201287620545|10:14:22,154|10:14:22,722|10:14:23,368|10:14:23,865|
1201287620566|10:14:22,261|10:14:23,798|10:14:24,538|10:14:25,113|
1201287620587|10:14:22,412|10:14:23,177|10:14:23,547|10:14:24,493|10:14:30,653
1201287620608|10:14:23,824|10:14:24,740|10:14:24,772|10:14:25,537|10:14:28,391
1201287620629|10:14:24,695|10:14:25,544|10:14:25,914|10:14:26,260|10:14:32,626
1201287620640|10:14:25,188|10:14:26,240|10:14:26,419|10:14:26,865|
1201287620661|10:14:26,056|10:14:26,662|10:14:27,013|10:14:28,553|10:14:36,367
1201287620682|10:14:26,311|10:14:26,872|10:14:27,188|10:14:28,720|10:14:32,851
1201287620703|10:14:26,614|10:14:27,234|10:14:27,584|10:14:29,372|
1201287620714|10:14:26,991|10:14:27,606|10:14:27,678|10:14:29,358|10:14:34,201
1201287620735|10:14:27,636|10:14:28,425|10:14:28,691|10:14:29,503|
1201287620756|10:14:27,923|10:14:28,501|10:14:29,424|10:14:29,754|10:14:34,561
1201287620777|10:14:29,852|10:14:30,921|10:14:31,217|10:14:32,252|
1201287620808|10:14:30,361|10:14:31,183|10:14:31,364|10:14:32,426|
1201287620819|10:14:30,890|10:14:31,376|10:14:31,595|10:14:32,533|
1201287620820|10:14:31,415|10:14:31,944|10:14:32,703|10:14:33,232|10:14:37,671
1201287620841|10:14:31,676|10:14:32,556|10:14:32,862|10:14:33,328|10:14:37,193
1201287620852|10:14:32,005|10:14:32,747|10:14:33,253|10:14:33,973|10:14:36,549
1201287620873|10:14:33,273|10:14:34,039|10:14:34,335|10:14:34,682|
1201287620894|10:14:33,555|10:14:34,006|10:14:34,060|10:14:34,564|10:14:39,299
1201287620915|10:14:33,760|10:14:34,724|10:14:35,024|10:14:35,683|10:14:41,473
1201287620936|10:14:34,402|10:14:35,087|10:14:35,172|10:14:35,671|10:14:38,610
1201287620957|10:14:35,036|10:14:35,267|10:14:35,388|10:14:35,993|
1201287620978|10:14:35,277|10:14:35,658|10:14:35,959|10:14:36,424|10:14:41,101
1201287620999|10:14:35,416|10:14:36,170|10:14:36,457|10:14:37,123|10:14:41,486
1201287621010|10:14:36,245|10:14:36,873|10:14:37,133|10:14:37,599|
1201287621041|10:14:36,772|10:14:37,670|10:14:38,083|10:14:38,668|
1201287621062|10:14:37,412|10:14:38,073|10:14:38,131|10:14:38,577|
1201287621073|10:14:37,803|10:14:38,352|10:14:38,563|10:14:38,817|
1201287621094|10:14:38,261|10:14:39,260|10:14:39,299|10:14:39,605|
1201287621115|10:14:39,085|10:14:39,635|10:14:39,885|10:14:40,266|
1201287621136|10:14:39,348|10:14:40,246|10:14:40,808|10:14:41,280|
1201287621157|10:14:39,715|10:14:40,137|10:14:40,336|10:14:41,138|
1201287621168|10:14:40,211|10:14:41,089|10:14:41,396|10:14:41,726|
1201287621189|10:14:40,738|10:14:41,636|10:14:41,815|10:14:42,615|
1201287621210|10:14:41,193|10:14:41,715|10:14:42,007|10:14:42,987|10:14:50,352
1201287621231|10:14:41,665|10:14:42,068|10:14:42,290|10:14:42,972|10:14:46,591
1201287621242|10:14:41,933|10:14:42,399|10:14:42,555|10:14:43,140|10:14:49,668
1201287621263|10:14:42,199|10:14:42,694|10:14:42,982|10:14:43,221|
1201287621284|10:14:42,595|10:14:43,462|10:14:43,866|10:14:45,522|10:14:52,963
1201287621295|10:14:43,129|10:14:43,505|10:14:43,718|10:14:45,374|10:14:48,998
1201287621316|10:14:43,831|10:14:44,370|10:14:44,816|10:14:45,741|
1201287621327|10:14:44,243|10:14:46,087|10:14:46,741|10:14:47,583|10:14:52,613
1201287621348|10:14:44,625|10:14:46,073|10:14:46,099|10:14:46,510|
1201287621379|10:14:45,329|10:14:46,673|10:14:46,827|10:14:47,623|10:14:52,621
1201287621380|10:14:46,663|10:14:47,178|10:14:47,803|10:14:48,170|
1201287621401|10:14:47,840|10:14:48,787|10:14:49,078|10:14:49,586|
1201287621422|10:14:48,615|10:14:48,974|10:14:49,298|10:14:50,299|
1201287621443|10:14:49,328|10:14:51,239|10:14:51,550|10:14:52,130|10:14:56,431
1201287621464|10:14:50,201|10:14:51,184|10:14:51,294|10:14:52,076|10:14:56,467
1201287621475|10:14:50,684|10:14:51,310|10:14:51,455|10:14:52,074|10:14:55,272
1201287621496|10:14:50,924|10:14:51,320|10:14:51,449|10:14:51,977|
1201287621507|10:14:51,327|10:14:51,717|10:14:51,815|10:14:52,496|10:14:56,262
1201287621528|10:14:51,584|10:14:51,888|10:14:52,184|10:14:52,630|10:14:58,209
1201287621549|10:14:51,790|10:14:52,148|10:14:52,208|10:14:52,719|10:14:55,444
1201287621560|10:14:51,910|10:14:53,160|10:14:53,232|10:14:53,906|
1201287621571|10:14:52,903|10:14:53,226|10:14:53,545|10:14:53,931|10:14:58,247
1201287621592|10:14:53,251|10:14:54,217|10:14:54,528|10:14:55,072|10:14:59,828
1201287621613|10:14:53,668|10:14:54,479|10:14:54,783|10:14:55,221|
1201287621624|10:14:54,930|10:14:55,864|10:14:55,883|10:14:56,290|
1201287621645|10:14:55,767|10:14:56,269|10:14:56,627|10:14:56,931|
1201287621656|10:14:55,987|10:14:56,830|10:14:57,101|10:14:57,636|
1201287621667|10:14:56,668|10:14:57,207|10:14:57,270|10:14:57,617|
1201287621688|10:14:57,235|10:14:57,668|10:14:58,030|10:14:58,417|
1201287621709|10:14:57,585|10:14:57,759|10:14:57,962|10:14:58,315|
1201287621720|10:14:58,151|10:14:58,617|10:14:58,754|10:15:00,065|
1201287621751|10:14:58,342|10:14:58,667|10:14:58,944|10:14:59,880|
1201287621782|10:14:58,592|10:14:58,673|10:14:58,810|10:15:00,311|
1201287621803|10:14:58,713|10:14:59,022|10:14:59,095|10:15:00,495|10:15:10,285
1201287621814|10:14:59,053|10:14:59,223|10:14:59,334|10:15:00,499|10:15:07,388
1201287621835|10:14:59,172|10:14:59,529|10:14:59,820|10:15:00,588|10:15:08,760
1201287621846|10:14:59,882|10:15:01,253|10:15:01,505|10:15:04,231|
1201287621867|10:14:59,926|10:15:00,916|10:15:01,170|10:15:03,427|10:15:11,216
1201287621888|10:15:00,658|10:15:01,301|10:15:01,477|10:15:03,478|10:15:07,943
1201287621899|10:15:01,354|10:15:02,237|10:15:02,595|10:15:04,268|
1201287621910|10:15:01,597|10:15:03,382|10:15:03,458|10:15:04,823|10:15:10,648
1201287621931|10:15:01,847|10:15:04,802|10:15:05,343|10:15:05,832|
1201287621962|10:15:02,484|10:15:04,233|10:15:04,988|10:15:05,294|10:15:10,620
1201287621973|10:15:04,259|10:15:05,511|10:15:05,671|10:15:06,288|
1201287621994|10:15:05,512|10:15:06,104|10:15:06,649|10:15:07,431|
1201287622005|10:15:06,084|10:15:06,783|10:15:07,699|10:15:08,618|
1201287622026|10:15:06,606|10:15:08,825|10:15:09,439|10:15:10,092|10:15:15,207
1201287622047|10:15:07,784|10:15:08,842|10:15:09,370|10:15:10,053|10:15:17,481
1201287622068|10:15:09,388|10:15:09,658|10:15:09,694|10:15:10,240|10:15:13,770
1201287622079|10:15:09,585|10:15:09,825|10:15:09,933|10:15:10,294|
1201287622080|10:15:09,968|10:15:10,649|10:15:10,820|10:15:11,224|10:15:15,826
1201287622101|10:15:10,728|10:15:10,897|10:15:11,039|10:15:11,657|10:15:17,229
1201287622112|10:15:10,926|10:15:11,215|10:15:11,311|10:15:11,730|10:15:15,180
1201287622143|10:15:11,338|10:15:11,622|10:15:11,860|10:15:12,700|
1201287622174|10:15:11,589|10:15:12,198|10:15:12,249|10:15:12,740|10:15:17,834
1201287622195|10:15:12,163|10:15:12,425|10:15:12,499|10:15:12,967|10:15:20,060
1201287622206|10:15:12,348|10:15:12,841|10:15:13,712|10:15:14,017|
1201287622227|10:15:12,524|10:15:13,547|10:15:13,859|10:15:14,087|
1201287622238|10:15:12,820|10:15:13,779|10:15:14,293|10:15:14,772|
1201287622259|10:15:13,767|10:15:15,061|10:15:15,309|10:15:15,674|
1201287622280|10:15:15,061|10:15:15,523|10:15:15,884|10:15:16,306|
1201287622301|10:15:15,487|10:15:15,913|10:15:16,047|10:15:16,787|
1201287622312|10:15:15,852|10:15:16,086|10:15:16,227|10:15:17,108|
1201287622333|10:15:16,273|10:15:16,533|10:15:16,673|10:15:17,595|
1201287622344|10:15:16,421|10:15:16,736|10:15:16,832|10:15:17,647|
1201287622365|10:15:16,589|10:15:17,212|10:15:17,572|10:15:17,865|
1201287622386|10:15:17,730|10:15:18,604|10:15:18,844|10:15:20,022|10:16:26,777
1201287622407|10:15:18,113|10:15:18,401|10:15:18,587|10:15:19,367|10:15:27,233
1201287622418|10:15:18,204|10:15:18,508|10:15:18,701|10:15:19,427|10:15:29,073
1201287622439|10:15:18,328|10:15:18,678|10:15:18,752|10:15:19,743|
1201287622440|10:15:18,676|10:15:18,872|10:15:19,163|10:15:19,986|10:15:54,045
1201287622461|10:15:19,161|10:15:19,349|10:15:20,019|10:15:21,486|10:15:29,003
1201287622482|10:15:19,301|10:15:21,446|10:15:22,710|10:15:26,415|
1201287622493|10:15:20,286|10:15:23,227|10:15:23,811|10:15:25,971|10:16:27,069
1201287622504|10:15:23,047|10:15:24,694|10:15:24,976|10:15:26,426|
1201287622525|10:15:24,116|10:15:25,371|10:15:26,008|10:15:26,621|10:16:26,879
1201287622546|10:15:24,531|10:15:26,059|10:15:26,982|10:15:27,323|
1201287622557|10:15:25,420|10:15:26,697|10:15:27,259|10:15:27,703|
1201287622578|10:15:26,860|10:15:27,535|10:15:27,772|10:15:28,774|
1201287622599|10:15:27,564|10:15:28,859|10:15:29,320|10:15:30,774|10:16:29,066
1201287622600|10:15:27,875|10:15:29,487|10:15:29,554|10:15:31,169|10:16:29,100
1201287622621|10:15:29,357|10:15:36,242|10:15:36,693|10:15:58,478|10:16:27,937
1201287622632|10:15:29,610|10:15:58,551|10:15:58,590|10:16:22,554|
1201287622653|10:16:22,316|10:16:27,297|10:16:27,529|10:16:27,998|10:16:32,382
1201287622664|10:16:22,556|10:16:27,264|10:16:27,383|10:16:27,790|10:16:33,908
1201287622685|10:16:27,296|10:16:28,031|10:16:28,241|10:16:28,968|10:16:31,730
1201287622706|10:16:27,710|10:16:28,097|10:16:28,168|10:16:28,875|
1201287622727|10:16:27,877|10:16:28,373|10:16:28,473|10:16:29,005|10:16:33,699
1201287622748|10:16:28,265|10:16:28,723|10:16:28,826|10:16:29,380|10:16:35,770
1201287622769|10:16:28,407|10:16:28,693|10:16:28,872|10:16:29,276|
1201287622770|10:16:28,692|10:16:29,405|10:16:29,795|10:16:30,508|
1201287622791|10:16:28,924|10:16:29,789|10:16:29,920|10:16:30,632|
1201287622802|10:16:29,942|10:16:30,211|10:16:30,327|10:16:30,666|
1201287622823|10:16:30,159|10:16:30,592|10:16:30,929|10:16:31,369|
1201287622834|10:16:30,518|10:16:31,729|10:16:32,162|10:16:32,788|
1201287622845|10:16:30,895|10:16:31,594|10:16:31,890|10:16:32,550|
1201287622866|10:16:31,064|10:16:31,850|10:16:32,009|10:16:32,987|
1201287622877|10:16:32,057|10:16:32,601|10:16:33,163|10:16:33,893|
1201287622898|10:16:32,419|10:16:33,137|10:16:33,551|10:16:34,686|
1201287622909|10:16:33,371|10:16:34,032|10:16:34,809|10:16:35,979|10:16:49,135
1201287622910|10:16:33,853|10:16:34,694|10:16:34,865|10:16:36,048|10:16:41,145
1201287622931|10:16:34,272|10:16:35,243|10:16:35,390|10:16:36,112|10:16:42,502
1201287622952|10:16:35,140|10:16:35,846|10:16:36,002|10:16:36,422|
1201287622973|10:16:35,789|10:16:36,760|10:16:37,315|10:16:39,053|10:16:50,517
1201287622994|10:16:35,978|10:16:36,626|10:16:36,983|10:16:39,137|10:16:46,354
1201287623015|10:16:36,240|10:16:36,787|10:16:37,207|10:16:38,909|
1201287623046|10:16:36,364|10:16:37,133|10:16:37,569|10:16:39,425|10:16:48,473
1201287623067|10:16:37,075|10:16:38,374|10:16:39,646|10:16:40,025|
1201287623078|10:16:37,908|10:16:40,065|10:16:40,916|10:16:42,906|10:16:55,221
1201287623099|10:16:38,066|10:16:39,841|10:16:40,349|10:16:41,261|
1201287623110|10:16:39,593|10:16:40,425|10:16:41,177|10:16:43,280|
1201287623131|10:16:41,243|10:16:42,689|10:16:43,722|10:16:45,074|
1201287623152|10:16:41,995|10:16:44,172|10:16:45,267|10:16:45,952|10:17:03,652
1201287623163|10:16:43,094|10:16:45,295|10:16:46,127|10:16:50,280|10:17:00,987
1201287623184|10:16:44,350|10:16:46,043|10:16:46,515|10:16:49,135|10:16:57,925
1201287623195|10:16:45,518|10:16:46,845|10:16:47,352|10:16:50,419|
1201287623216|10:16:46,656|10:16:49,316|10:16:50,041|10:16:51,072|10:17:03,437
1201287623237|10:16:47,501|10:16:50,789|10:16:51,174|10:16:52,055|10:17:06,091
1201287623268|10:16:49,663|10:16:51,105|10:16:51,263|10:16:52,258|10:17:00,148
1201287623279|10:16:51,369|10:16:52,271|10:16:52,386|10:16:55,197|
1201287623290|10:16:52,580|10:16:52,998|10:16:53,147|10:16:55,625|10:17:11,503
1201287623301|10:16:52,716|10:16:53,240|10:16:53,306|10:16:55,650|10:17:13,414
1201287623322|10:16:52,821|10:16:53,106|10:16:53,206|10:16:55,631|
1201287623323|10:16:52,928|10:16:53,200|10:16:53,238|10:16:55,580|
1201287623344|10:16:53,268|10:16:53,442|10:16:53,508|10:16:55,937|
1201287623375|10:16:53,352|10:16:53,577|10:16:53,647|10:16:55,840|
1201287623396|10:16:53,487|10:16:53,583|10:16:53,674|10:16:55,890|
1201287623407|10:16:53,610|10:16:53,755|10:16:53,848|10:16:56,101|
1201287623428|10:16:53,716|10:16:54,094|10:16:54,201|10:16:56,341|
1201287623449|10:16:53,818|10:16:54,178|10:16:54,248|10:16:56,662|
1201287623450|10:16:54,047|10:16:54,398|10:16:54,518|10:16:56,733|
1201287623471|10:16:54,281|10:16:54,668|10:16:54,786|10:16:56,919|
1201287623482|10:16:54,590|10:16:54,810|10:16:54,865|10:16:57,087|10:17:13,187
1201287623503|10:16:54,703|10:16:54,889|10:16:54,972|10:16:57,089|10:17:05,988
1201287623514|10:16:55,022|10:16:55,424|10:16:55,897|10:16:57,111|10:17:11,636
1201287623535|10:16:55,359|10:16:56,329|10:16:58,022|10:16:58,269|
1201287623546|10:16:56,205|10:16:59,730|10:16:59,881|10:17:00,552|10:17:14,272
1201287623567|10:16:59,698|10:17:00,719|10:17:00,974|10:17:04,581|10:17:12,227
1201287623578|10:17:00,671|10:17:01,297|10:17:01,398|10:17:04,890|
1201287623599|10:17:01,448|10:17:01,803|10:17:01,850|10:17:05,161|10:17:14,134
1201287623610|10:17:01,524|10:17:02,065|10:17:02,229|10:17:05,197|
1201287623621|10:17:01,748|10:17:02,157|10:17:02,283|10:17:05,430|10:17:15,575
1201287623642|10:17:01,891|10:17:02,220|10:17:02,246|10:17:05,222|
1201287623663|10:17:02,158|10:17:02,504|10:17:02,624|10:17:05,574|
1201287623674|10:17:02,365|10:17:02,683|10:17:02,756|10:17:05,906|
1201287623695|10:17:02,483|10:17:02,617|10:17:02,641|10:17:05,803|10:17:17,263
1201287623716|10:17:02,689|10:17:02,982|10:17:03,161|10:17:05,973|10:17:15,350
1201287623727|10:17:02,824|10:17:03,242|10:17:03,391|10:17:06,033|10:17:12,799
1201287623748|10:17:03,038|10:17:03,167|10:17:03,310|10:17:06,017|
1201287623749|10:17:03,207|10:17:03,437|10:17:03,602|10:17:06,162|10:17:15,241
