Operation|Order.CONN|Order.Validation|PriceService.Out|Order.Execution_|Order.ExecutionReport_CONN
1201271064208|09:46:30,090|09:46:30,466|09:46:30,841|09:46:31,783|09:47:03,274
1201271064229|09:46:30,417|09:46:31,789|09:46:32,330|09:46:34,430|09:46:41,129
1201271064240|09:46:30,537|09:46:31,723|09:46:31,791|09:46:33,480|09:46:41,603
1201271064251|09:46:30,891|09:46:31,600|09:46:31,831|09:46:33,818|
1201271064262|09:46:31,840|09:46:32,434|09:46:32,626|09:46:34,587|09:47:41,763
1201271064283|09:46:32,519|09:46:33,593|09:46:33,830|09:46:35,603|09:46:42,054
1201271064324|09:46:33,102|09:46:33,662|09:46:33,821|09:46:35,558|
1201271064355|09:46:33,877|09:46:35,305|09:46:36,400|09:46:37,338|09:47:03,937
1201271064376|09:46:34,576|09:46:37,575|09:46:38,404|09:46:39,762|
1201271064407|09:46:35,852|09:46:38,412|09:46:39,259|09:46:40,507|09:47:41,947
1201271064438|09:46:37,320|09:46:38,376|09:46:38,577|09:46:39,874|
1201271064449|09:46:37,864|09:46:39,253|09:46:39,316|09:46:40,681|
1201271064460|09:46:38,298|09:46:39,857|09:46:40,658|09:46:41,515|
1201271064481|09:46:39,428|09:46:41,785|09:46:41,832|09:46:42,378|09:47:41,909
1201271064492|09:46:40,153|09:46:42,205|09:46:42,642|09:46:44,070|09:47:44,901
1201271064523|09:46:42,185|09:46:43,155|09:47:02,045|09:47:32,403|09:47:46,219
1201271064534|09:46:43,040|09:47:05,415|09:47:09,519|09:47:32,544|
1201271064555|09:47:32,213|09:47:42,073|09:47:42,600|09:47:45,028|09:47:50,813
1201271064556|09:47:32,528|09:47:42,021|09:47:42,280|09:47:43,558|09:47:52,283
1201271064577|09:47:32,599|09:47:41,978|09:47:42,330|09:47:44,715|09:47:50,952
1201271064598|09:47:41,845|09:47:42,716|09:47:43,059|09:47:44,945|
1201271064619|09:47:42,583|09:47:43,347|09:47:43,551|09:47:45,059|09:47:50,797
1201271064640|09:47:42,828|09:47:43,444|09:47:43,786|09:47:45,109|09:47:51,040
1201271064661|09:47:43,318|09:47:44,180|09:47:44,416|09:47:45,113|
1201271064692|09:47:43,888|09:47:44,626|09:47:44,686|09:47:45,177|
1201271064713|09:47:44,250|09:47:44,631|09:47:44,832|09:47:45,378|
1201271064724|09:47:44,660|09:47:45,299|09:47:46,108|09:47:46,584|
1201271064745|09:47:44,909|09:47:46,659|09:47:47,070|09:47:47,938|
1201271064766|09:47:45,164|09:47:46,257|09:47:46,485|09:47:47,049|
1201271064807|09:47:46,193|09:47:47,011|09:47:47,147|09:47:47,861|
1201271064838|09:47:46,572|09:47:47,007|09:47:47,207|09:47:48,084|
1201271064869|09:47:47,339|09:47:48,523|09:47:48,751|09:47:49,397|
1201271064910|09:47:48,532|09:47:48,991|09:47:49,117|09:47:49,501|
1201271064931|09:47:49,148|09:47:49,439|09:47:49,535|09:47:50,512|09:47:59,099
1201271064952|09:47:49,439|09:47:50,661|09:47:50,742|09:47:51,503|09:47:55,381
1201271064963|09:47:49,810|09:47:51,389|09:47:51,485|09:47:52,146|09:47:58,894
1201271064984|09:47:51,311|09:47:52,153|09:47:52,299|09:47:52,861|
1201271065005|09:47:51,952|09:47:52,702|09:47:52,880|09:47:54,068|09:48:01,202
1201271065016|09:47:52,415|09:47:52,644|09:47:52,893|09:47:54,371|09:47:58,715
1201271065037|09:47:52,718|09:47:53,238|09:47:53,298|09:47:54,569|
1201271065058|09:47:53,252|09:47:54,123|09:47:54,654|09:47:55,625|09:48:01,000
1201271065069|09:47:53,600|09:47:55,192|09:47:55,736|09:47:56,360|
1201271065080|09:47:53,927|09:47:56,304|09:47:56,824|09:47:57,197|09:48:02,513
1201271065101|09:47:54,992|09:47:56,039|09:47:56,123|09:47:57,004|
1201271065112|09:47:55,876|09:47:56,439|09:47:56,532|09:47:57,055|
1201271065133|09:47:56,267|09:47:57,031|09:47:57,422|09:47:58,410|
1201271065154|09:47:56,804|09:47:57,986|09:47:58,357|09:47:58,802|09:48:03,153
1201271065195|09:47:57,236|09:47:57,724|09:47:58,426|09:47:58,876|09:48:02,867
1201271065276|09:47:58,526|09:47:59,369|09:47:59,740|09:48:00,403|09:48:03,321
1201271065317|09:47:58,628|09:47:59,694|09:47:59,774|09:48:00,390|
1201271065338|09:47:59,912|09:48:00,173|09:48:00,198|09:48:00,573|09:48:06,053
1201271065359|09:48:00,131|09:48:00,566|09:48:01,093|09:48:01,503|09:48:07,674
1201271065370|09:48:00,566|09:48:01,409|09:48:01,687|09:48:02,077|09:48:07,219
1201271065381|09:48:01,705|09:48:01,951|09:48:02,124|09:48:02,688|
1201271065392|09:48:01,907|09:48:02,439|09:48:02,831|09:48:03,098|09:48:07,599
1201271065413|09:48:02,048|09:48:03,153|09:48:03,620|09:48:04,152|09:48:09,294
1201271065444|09:48:02,225|09:48:03,026|09:48:03,289|09:48:03,563|
1201271065455|09:48:02,586|09:48:03,608|09:48:03,658|09:48:04,120|
1201271065466|09:48:03,260|09:48:03,908|09:48:04,112|09:48:04,404|
1201271065487|09:48:03,923|09:48:04,405|09:48:04,695|09:48:04,944|
1201271065508|09:48:04,134|09:48:04,951|09:48:05,014|09:48:05,507|
1201271065529|09:48:04,612|09:48:05,217|09:48:05,324|09:48:05,712|
1201271065560|09:48:05,109|09:48:05,902|09:48:06,624|09:48:07,341|
1201271065591|09:48:05,355|09:48:06,149|09:48:06,311|09:48:07,165|
1201271065652|09:48:05,771|09:48:06,805|09:48:07,088|09:48:07,406|
1201271065713|09:48:06,367|09:48:07,391|09:48:07,815|09:48:08,155|
1201271065734|09:48:07,146|09:48:08,162|09:48:08,283|09:48:09,704|09:48:20,553
1201271065755|09:48:07,827|09:48:08,245|09:48:08,363|09:48:09,637|09:48:14,619
1201271065776|09:48:08,122|09:48:08,330|09:48:08,477|09:48:09,723|09:48:16,452
1201271065787|09:48:08,330|09:48:08,781|09:48:08,898|09:48:10,148|
1201271065808|09:48:08,660|09:48:08,803|09:48:09,067|09:48:10,400|09:48:19,733
1201271065829|09:48:09,132|09:48:09,558|09:48:09,706|09:48:10,473|09:48:15,337
1201271065850|09:48:09,585|09:48:11,511|09:48:11,617|09:48:13,315|
1201271065871|09:48:09,924|09:48:12,228|09:48:12,520|09:48:13,871|09:48:20,036
1201271065892|09:48:11,644|09:48:12,401|09:48:12,767|09:48:13,934|
1201271065903|09:48:13,242|09:48:14,478|09:48:15,027|09:48:15,644|09:48:20,653
1201271065924|09:48:13,375|09:48:14,934|09:48:15,105|09:48:15,842|
1201271065945|09:48:15,002|09:48:15,406|09:48:15,495|09:48:15,927|
1201271065956|09:48:15,454|09:48:16,416|09:48:16,708|09:48:17,551|
1201271065987|09:48:15,791|09:48:16,420|09:48:16,630|09:48:17,341|09:48:23,273
1201271066008|09:48:16,675|09:48:17,273|09:48:17,581|09:48:17,952|09:48:22,940
1201271066029|09:48:17,675|09:48:18,519|09:48:18,700|09:48:19,103|09:48:22,202
1201271066060|09:48:17,901|09:48:18,738|09:48:18,798|09:48:19,241|
1201271066101|09:48:18,801|09:48:19,121|09:48:19,509|09:48:19,982|09:48:25,022
1201271066132|09:48:18,904|09:48:19,298|09:48:19,759|09:48:20,243|09:48:28,106
1201271066163|09:48:19,004|09:48:20,075|09:48:20,164|09:48:20,679|09:48:26,206
1201271066184|09:48:19,279|09:48:19,952|09:48:20,430|09:48:20,759|
1201271066195|09:48:19,604|09:48:20,741|09:48:20,920|09:48:21,838|09:48:27,416
1201271066216|09:48:20,380|09:48:21,389|09:48:21,455|09:48:22,043|09:48:26,365
1201271066227|09:48:21,163|09:48:21,721|09:48:21,821|09:48:22,249|
1201271066238|09:48:21,492|09:48:22,127|09:48:22,465|09:48:22,838|
1201271066259|09:48:21,778|09:48:23,061|09:48:23,120|09:48:23,710|
1201271066270|09:48:22,562|09:48:23,383|09:48:23,402|09:48:23,783|
1201271066281|09:48:22,655|09:48:23,557|09:48:23,908|09:48:24,286|
1201271066312|09:48:23,548|09:48:24,511|09:48:24,744|09:48:25,163|
1201271066333|09:48:24,345|09:48:25,145|09:48:25,912|09:48:26,312|
1201271066354|09:48:24,549|09:48:25,023|09:48:25,200|09:48:25,898|
1201271066375|09:48:25,044|09:48:26,135|09:48:26,206|09:48:26,551|
1201271066396|09:48:25,712|09:48:26,576|09:48:26,836|09:48:27,301|
1201271066417|09:48:26,347|09:48:26,823|09:48:26,983|09:48:27,912|09:48:37,219
1201271066438|09:48:26,677|09:48:26,966|09:48:26,991|09:48:27,944|09:48:30,925
1201271066459|09:48:26,930|09:48:27,385|09:48:27,982|09:48:28,258|09:48:34,687
1201271066470|09:48:27,069|09:48:27,728|09:48:28,216|09:48:28,502|
1201271066501|09:48:27,385|09:48:28,308|09:48:28,574|09:48:29,503|09:48:37,642
1201271066512|09:48:28,634|09:48:29,463|09:48:29,527|09:48:30,381|09:48:34,468
1201271066533|09:48:29,315|09:48:30,636|09:48:30,913|09:48:31,973|
1201271066614|09:48:29,862|09:48:30,820|09:48:30,975|09:48:32,313|09:48:37,670
1201271066665|09:48:30,819|09:48:31,898|09:48:32,080|09:48:32,447|
1201271066706|09:48:31,769|09:48:33,308|09:48:34,419|09:48:34,944|09:48:40,705
1201271066737|09:48:32,764|09:48:33,780|09:48:34,178|09:48:34,932|
1201271066758|09:48:33,191|09:48:34,608|09:48:34,777|09:48:35,206|
1201271066789|09:48:33,671|09:48:34,921|09:48:35,318|09:48:36,265|
1201271066810|09:48:34,499|09:48:35,290|09:48:35,326|09:48:36,260|09:48:41,117
1201271066841|09:48:34,833|09:48:35,577|09:48:36,318|09:48:36,830|09:48:40,507
1201271066872|09:48:35,360|09:48:36,789|09:48:37,014|09:48:37,486|09:48:40,819
1201271066883|09:48:36,788|09:48:37,403|09:48:37,816|09:48:38,201|
1201271066904|09:48:37,442|09:48:38,061|09:48:38,125|09:48:38,448|09:48:43,187
1201271066915|09:48:38,061|09:48:38,326|09:48:38,504|09:48:39,036|09:48:47,404
1201271066936|09:48:38,244|09:48:38,905|09:48:38,988|09:48:39,557|09:48:46,093
1201271066957|09:48:38,719|09:48:39,188|09:48:39,251|09:48:39,900|
1201271066978|09:48:39,067|09:48:39,494|09:48:39,662|09:48:40,143|09:48:45,000
1201271066999|09:48:39,308|09:48:39,642|09:48:39,694|09:48:40,225|09:48:45,655
1201271067010|09:48:39,431|09:48:40,093|09:48:40,526|09:48:41,026|
1201271067031|09:48:39,583|09:48:40,377|09:48:40,872|09:48:41,250|
1201271067052|09:48:40,259|09:48:41,293|09:48:41,447|09:48:41,745|
1201271067083|09:48:40,979|09:48:41,741|09:48:41,834|09:48:42,318|
1201271067104|09:48:41,530|09:48:41,877|09:48:41,938|09:48:42,399|
1201271067135|09:48:41,963|09:48:42,292|09:48:42,403|09:48:42,656|
1201271067166|09:48:42,187|09:48:42,798|09:48:43,280|09:48:43,746|
1201271067197|09:48:42,380|09:48:43,271|09:48:43,405|09:48:44,277|
1201271067208|09:48:42,945|09:48:43,746|09:48:44,065|09:48:44,477|
1201271067229|09:48:44,185|09:48:44,775|09:48:45,328|09:48:46,617|
1201271067230|09:48:45,138|09:48:46,432|09:48:47,055|09:48:48,865|09:48:58,676
1201271067251|09:48:46,114|09:48:47,659|09:48:48,086|09:48:49,067|09:48:53,457
1201271067272|09:48:47,574|09:48:48,633|09:48:48,919|09:48:49,458|09:48:57,322
1201271067293|09:48:48,479|09:48:49,539|09:48:49,613|09:48:51,160|
1201271067304|09:48:48,890|09:48:50,903|09:48:51,233|09:48:52,544|09:49:00,818
1201271067345|09:48:49,538|09:48:51,480|09:48:51,744|09:48:52,945|09:48:56,395
1201271067366|09:48:51,018|09:48:51,866|09:48:52,282|09:48:53,285|
1201271067387|09:48:51,883|09:48:53,322|09:48:53,770|09:48:54,868|09:48:59,361
1201271067408|09:48:52,960|09:48:53,829|09:48:53,951|09:48:54,912|
1201271067429|09:48:54,053|09:48:54,535|09:48:54,900|09:48:55,319|09:48:59,841
1201271067480|09:48:54,165|09:48:55,166|09:48:55,233|09:48:55,620|
1201271067521|09:48:54,413|09:48:55,152|09:48:55,246|09:48:55,684|
1201271067552|09:48:54,861|09:48:55,484|09:48:56,011|09:48:56,936|
1201271067603|09:48:56,032|09:48:57,776|09:48:57,867|09:48:58,463|09:49:02,744
1201271067654|09:48:57,541|09:48:57,805|09:48:57,851|09:48:58,410|09:49:03,081
1201271067675|09:48:57,955|09:48:58,088|09:48:58,210|09:48:58,577|09:49:01,756
1201271067696|09:48:58,067|09:48:58,776|09:48:59,369|09:48:59,815|
1201271067717|09:48:58,776|09:48:59,887|09:49:00,044|09:49:00,492|09:49:06,001
1201271067748|09:48:59,496|09:49:00,301|09:49:00,622|09:49:01,157|09:49:06,770
1201271067769|09:49:00,212|09:49:01,035|09:49:01,207|09:49:01,688|09:49:06,153
1201271067780|09:49:00,745|09:49:01,154|09:49:01,329|09:49:01,742|
1201271067801|09:49:01,092|09:49:02,081|09:49:02,098|09:49:02,583|09:49:08,297
1201271067832|09:49:01,515|09:49:01,989|09:49:02,095|09:49:02,488|09:49:08,260
1201271067873|09:49:01,877|09:49:02,588|09:49:02,869|09:49:03,309|
1201271067874|09:49:02,510|09:49:03,009|09:49:03,151|09:49:03,560|
1201271067895|09:49:02,951|09:49:03,599|09:49:03,682|09:49:04,060|
1201271067916|09:49:03,338|09:49:04,350|09:49:04,478|09:49:04,854|
1201271067937|09:49:03,977|09:49:04,717|09:49:04,935|09:49:05,470|
1201271067948|09:49:04,767|09:49:05,726|09:49:05,779|09:49:06,091|
1201271067969|09:49:05,143|09:49:05,982|09:49:06,481|09:49:06,893|
1201271067990|09:49:06,135|09:49:06,893|09:49:07,212|09:49:08,475|
1201271068011|09:49:06,894|09:49:07,564|09:49:07,980|09:49:08,487|
1201271068032|09:49:07,261|09:49:08,412|09:49:08,538|09:49:09,055|
1201271068053|09:49:07,845|09:49:08,482|09:49:08,609|09:49:09,756|09:49:21,334
1201271068084|09:49:08,324|09:49:09,057|09:49:09,474|09:49:10,042|09:49:15,030
1201271068105|09:49:08,609|09:49:09,713|09:49:09,862|09:49:10,552|09:49:18,104
1201271068126|09:49:09,674|09:49:10,380|09:49:10,554|09:49:11,487|
1201271068137|09:49:09,972|09:49:10,650|09:49:10,963|09:49:12,257|09:49:22,876
1201271068158|09:49:10,642|09:49:11,493|09:49:12,182|09:49:13,337|09:49:19,995
1201271068189|09:49:11,289|09:49:14,140|09:49:14,587|09:49:15,679|
1201271068200|09:49:11,693|09:49:12,697|09:49:12,848|09:49:13,855|09:49:21,906
1201271068221|09:49:12,576|09:49:14,160|09:49:14,515|09:49:15,699|
1201271068242|09:49:14,186|09:49:15,490|09:49:16,179|09:49:16,996|09:49:24,155
1201271068263|09:49:14,625|09:49:16,112|09:49:16,486|09:49:17,286|
1201271068294|09:49:15,271|09:49:16,851|09:49:17,458|09:49:18,284|
1201271068305|09:49:15,944|09:49:17,448|09:49:19,184|09:49:20,048|
1201271068336|09:49:17,486|09:49:20,597|09:49:20,923|09:49:21,429|09:49:30,376
1201271068367|09:49:19,272|09:49:20,560|09:49:20,600|09:49:21,302|09:49:30,409
1201271068388|09:49:20,527|09:49:20,910|09:49:21,028|09:49:21,788|09:49:26,634
1201271068409|09:49:21,208|09:49:22,221|09:49:22,874|09:49:23,453|
1201271068430|09:49:21,839|09:49:23,176|09:49:23,397|09:49:23,972|09:49:32,669
1201271068471|09:49:22,761|09:49:23,665|09:49:23,882|09:49:24,944|09:49:35,143
1201271068502|09:49:23,366|09:49:24,064|09:49:24,194|09:49:25,196|09:49:33,989
1201271068523|09:49:23,621|09:49:24,944|09:49:25,390|09:49:26,814|
1201271068554|09:49:24,416|09:49:25,383|09:49:25,686|09:49:28,336|09:49:33,399
1201271068595|09:49:25,073|09:49:26,137|09:49:26,818|09:49:28,520|09:49:35,190
1201271068646|09:49:25,183|09:49:26,422|09:49:27,461|09:49:28,728|
1201271068677|09:49:26,267|09:49:27,605|09:49:27,849|09:49:28,778|
1201271068698|09:49:27,603|09:49:28,507|09:49:28,778|09:49:29,601|
1201271068709|09:49:28,361|09:49:29,147|09:49:30,218|09:49:30,782|
1201271068730|09:49:29,651|09:49:31,374|09:49:31,534|09:49:32,181|
1201271068761|09:49:31,644|09:49:32,669|09:49:33,393|09:49:33,838|
1201271068812|09:49:32,036|09:49:34,322|09:49:34,667|09:49:35,841|
1201271068843|09:49:33,017|09:49:33,876|09:49:34,130|09:49:35,198|
1201271068874|09:49:33,679|09:49:34,415|09:49:34,662|09:49:35,711|
1201271068895|09:49:34,720|09:49:36,177|09:49:36,918|09:49:38,463|
1201271068946|09:49:35,254|09:49:36,417|09:49:36,543|09:49:37,728|09:49:55,398
1201271068977|09:49:35,835|09:49:36,659|09:49:36,941|09:49:38,736|09:49:47,102
1201271068988|09:49:36,416|09:49:37,216|09:49:37,319|09:49:38,704|09:49:49,275
1201271069009|09:49:37,005|09:49:37,698|09:49:38,261|09:49:38,859|
1201271069020|09:49:37,596|09:49:38,715|09:49:39,279|09:49:42,998|09:49:58,945
1201271069051|09:49:37,816|09:49:38,870|09:49:39,015|09:49:41,562|09:49:48,275
1201271069072|09:49:38,567|09:49:39,813|09:49:40,246|09:49:43,047|
1201271069103|09:49:40,316|09:49:43,466|09:49:43,704|09:49:44,754|09:49:57,363
1201271069124|09:49:41,799|09:49:43,776|09:49:44,649|09:49:45,375|
1201271069135|09:49:43,574|09:49:44,871|09:49:46,436|09:49:48,231|09:49:59,279
1201271069156|09:49:44,428|09:49:46,019|09:49:46,585|09:49:48,285|
1201271069167|09:49:45,286|09:49:47,114|09:49:47,732|09:49:48,352|
1201271069188|09:49:47,085|09:49:49,335|09:49:51,207|09:49:52,340|
1201271069209|09:49:48,191|09:49:50,992|09:49:52,474|09:49:53,653|09:50:02,914
1201271069210|09:49:50,477|09:49:52,634|09:49:53,014|09:49:54,009|09:50:02,705
1201271069231|09:49:52,615|09:49:54,269|09:49:54,612|09:49:55,435|09:49:59,986
1201271069242|09:49:53,339|09:49:55,559|09:49:55,996|09:49:57,248|
1201271069263|09:49:53,613|09:49:55,253|09:49:55,422|09:49:57,139|09:50:03,531
1201271069284|09:49:54,611|09:49:56,360|09:49:57,192|09:49:58,162|09:50:04,137
1201271069305|09:49:55,117|09:49:56,366|09:49:57,183|09:49:58,200|09:50:03,904
1201271069326|09:49:56,330|09:49:58,495|09:49:58,667|09:49:59,233|
1201271069337|09:49:57,302|09:49:59,140|09:49:59,226|09:49:59,561|09:50:05,531
1201271069378|09:49:58,576|09:50:00,212|09:50:00,309|09:50:00,809|09:50:06,117
1201271069419|09:49:59,589|09:50:00,336|09:50:00,565|09:50:00,930|
1201271069450|09:50:00,564|09:50:01,095|09:50:02,266|09:50:02,622|
1201271069481|09:50:01,058|09:50:02,457|09:50:02,592|09:50:03,083|
1201271069512|09:50:01,164|09:50:02,309|09:50:02,801|09:50:03,297|
1201271069533|09:50:02,827|09:50:03,698|09:50:03,925|09:50:04,650|
1201271069544|09:50:03,716|09:50:04,158|09:50:04,179|09:50:04,805|
1201271069575|09:50:04,060|09:50:04,282|09:50:04,395|09:50:04,826|
1201271069606|09:50:04,263|09:50:04,546|09:50:04,746|09:50:05,544|
1201271069637|09:50:04,449|09:50:05,884|09:50:06,114|09:50:07,581|
1201271069658|09:50:04,679|09:50:05,766|09:50:06,008|09:50:07,438|
1201271069679|09:50:04,786|09:50:06,188|09:50:06,890|09:50:07,932|09:50:15,514
1201271069700|09:50:06,055|09:50:06,940|09:50:07,049|09:50:08,000|09:50:12,751
1201271069711|09:50:06,208|09:50:07,289|09:50:07,394|09:50:08,117|09:50:13,804
1201271069752|09:50:07,289|09:50:08,249|09:50:08,676|09:50:09,282|
1201271069773|09:50:07,864|09:50:08,562|09:50:08,855|09:50:09,460|09:50:16,980
1201271069794|09:50:08,582|09:50:09,348|09:50:09,489|09:50:10,372|09:50:15,402
1201271069805|09:50:08,963|09:50:10,330|09:50:10,900|09:50:12,045|
1201271069826|09:50:09,397|09:50:10,462|09:50:10,537|09:50:11,674|09:50:17,959
1201271069847|09:50:10,210|09:50:11,410|09:50:11,491|09:50:12,209|
1201271069868|09:50:10,581|09:50:12,213|09:50:12,263|09:50:12,784|09:50:17,767
1201271069899|09:50:11,515|09:50:13,434|09:50:13,533|09:50:14,107|
1201271069920|09:50:12,948|09:50:13,568|09:50:13,782|09:50:14,493|
1201271069941|09:50:13,798|09:50:14,022|09:50:14,257|09:50:15,023|
1201271069962|09:50:13,977|09:50:15,137|09:50:15,425|09:50:15,889|09:50:20,320
1201271069993|09:50:14,089|09:50:15,256|09:50:15,352|09:50:15,847|09:50:20,880
1201271070014|09:50:15,163|09:50:16,013|09:50:16,397|09:50:16,772|09:50:19,546
1201271070035|09:50:16,575|09:50:17,061|09:50:17,262|09:50:17,501|
1201271070056|09:50:16,978|09:50:17,422|09:50:17,597|09:50:18,392|09:50:22,475
1201271070067|09:50:17,178|09:50:17,457|09:50:17,573|09:50:18,216|09:50:24,553
1201271070098|09:50:17,634|09:50:18,520|09:50:19,323|09:50:20,124|09:50:24,480
1201271070119|09:50:18,011|09:50:18,501|09:50:18,547|09:50:19,120|
1201271070170|09:50:18,287|09:50:19,703|09:50:20,047|09:50:20,531|09:50:24,711
1201271070181|09:50:18,787|09:50:20,560|09:50:20,919|09:50:21,291|09:50:25,236
1201271070202|09:50:19,740|09:50:20,426|09:50:20,654|09:50:21,076|
1201271070223|09:50:20,247|09:50:20,789|09:50:20,993|09:50:21,305|
1201271070234|09:50:20,818|09:50:21,246|09:50:21,539|09:50:21,813|
1201271070255|09:50:21,211|09:50:21,911|09:50:22,210|09:50:22,698|
1201271070286|09:50:22,237|09:50:22,643|09:50:22,819|09:50:23,212|
1201271070297|09:50:22,399|09:50:23,207|09:50:23,557|09:50:23,954|
1201271070328|09:50:23,195|09:50:24,027|09:50:24,101|09:50:24,398|
1201271070359|09:50:23,648|09:50:24,419|09:50:24,851|09:50:25,869|
1201271070360|09:50:23,861|09:50:24,305|09:50:24,552|09:50:25,001|
1201271070371|09:50:24,165|09:50:24,824|09:50:24,946|09:50:25,966|
1201271070392|09:50:25,000|09:50:25,935|09:50:26,129|09:50:27,304|09:50:35,318
1201271070413|09:50:25,960|09:50:26,302|09:50:26,515|09:50:27,316|09:50:33,508
1201271070444|09:50:26,201|09:50:26,977|09:50:27,090|09:50:27,614|09:50:34,676
1201271070465|09:50:26,457|09:50:26,914|09:50:27,011|09:50:27,413|
1201271070486|09:50:26,805|09:50:27,182|09:50:27,230|09:50:27,653|09:50:37,151
1201271070507|09:50:27,140|09:50:27,706|09:50:27,765|09:50:28,921|09:50:33,630
1201271070518|09:50:27,273|09:50:29,663|09:50:30,322|09:50:31,196|
1201271070539|09:50:27,541|09:50:28,976|09:50:29,223|09:50:30,164|09:50:36,329
1201271070540|09:50:28,372|09:50:29,703|09:50:30,295|09:50:30,942|
1201271070561|09:50:29,743|09:50:31,179|09:50:31,302|09:50:31,716|09:50:37,546
1201271070582|09:50:30,387|09:50:31,831|09:50:31,932|09:50:32,510|
1201271070613|09:50:31,512|09:50:32,360|09:50:32,412|09:50:32,863|
1201271070634|09:50:32,495|09:50:34,504|09:50:35,221|09:50:36,111|
1201271070655|09:50:34,504|09:50:36,408|09:50:36,590|09:50:37,158|09:50:42,533
1201271070676|09:50:35,057|09:50:36,287|09:50:36,685|09:50:37,264|09:50:42,870
1201271070697|09:50:35,746|09:50:36,594|09:50:36,717|09:50:37,263|09:50:41,644
1201271070728|09:50:36,626|09:50:37,054|09:50:37,154|09:50:37,413|
1201271070739|09:50:36,741|09:50:37,329|09:50:37,708|09:50:38,467|09:50:44,611
1201271070750|09:50:37,041|09:50:37,876|09:50:38,062|09:50:38,709|09:50:47,275
1201271070771|09:50:37,533|09:50:37,882|09:50:37,959|09:50:38,626|09:50:46,074
1201271070782|09:50:37,976|09:50:38,253|09:50:38,373|09:50:39,478|
1201271070793|09:50:38,112|09:50:38,449|09:50:38,694|09:50:39,618|09:50:45,778
1201271070804|09:50:38,212|09:50:38,689|09:50:40,028|09:50:40,640|09:50:46,036
1201271070825|09:50:38,341|09:50:38,521|09:50:39,487|09:50:39,905|
1201271070846|09:50:40,305|09:50:40,953|09:50:41,458|09:50:41,820|
1201271070867|09:50:40,701|09:50:41,855|09:50:42,214|09:50:42,747|
1201271070898|09:50:41,562|09:50:42,178|09:50:42,269|09:50:42,754|
